R_FC_inner_cm,R_FC_outer_cm,R_ICV_inner_cm,z_cathode_cm,z_gate_cm,z_RFR_bottom_cm,z_LXe_bottom_cm,z_ICV_top_cm,E_visible_keV,E_skin_veto_keV
72.8,74.3,82.1,0.0,145.6,-13.75,-69.0,190.0,10.0,100.0
